event_premis_id_num,outcome,message,
10668132,object_deleted,
10667400,object_deleted,
10667790,object_deleted,
10667789,object_deleted,
10667399,object_deleted,
10667904,object_deleted,
10668126,object_deleted,
10667397,object_deleted,
10667393,object_deleted,
10667988,object_deleted,
10667398,object_deleted,
10668125,object_deleted,
10667396,object_deleted,
10667394,object_deleted,
10667392,object_deleted,
10667987,object_deleted,
10667787,object_deleted,
10668130,object_deleted,
10667388,object_deleted,
10667389,object_deleted,
10667811,object_deleted,
10667810,object_deleted,
10667808,object_deleted,
10667807,object_deleted,
10667812,object_deleted,
10667985,object_deleted,
10667387,object_deleted,
10667344,object_deleted,
10667350,object_deleted,
10667994,object_deleted,
10667386,object_deleted,
10667992,object_deleted,
10667813,object_deleted,
10667986,object_deleted,
10667993,object_deleted,
10667345,object_deleted,
10667991,object_deleted,
10667995,object_deleted,
10667785,object_deleted,
10668131,object_deleted,
10668129,object_deleted,
10667391,object_deleted,
10668127,object_deleted,
10667390,object_deleted,
10667786,object_deleted,
10667788,object_deleted,
10668128,object_deleted,
10667354,object_deleted,
10667990,object_deleted,
10667906,object_deleted,
10667817,object_deleted,
10667907,object_deleted,
10667814,object_deleted,
10667346,object_deleted,
10667816,object_deleted,
10667815,object_deleted,
10667806,object_deleted,
10667905,object_deleted,
10667805,object_deleted,
10668134,object_deleted,
10668136,object_deleted,
10667352,object_deleted,
10668135,object_deleted,
10667351,object_deleted,
10667782,object_deleted,
10667781,object_deleted,
10668137,object_deleted,
10667901,object_deleted,
10667903,object_deleted,
10667348,object_deleted,
10668133,object_deleted,
10667900,object_deleted,
10667353,object_deleted,
10667784,object_deleted,
10667347,object_deleted,
10667902,object_deleted,
10667349,object_deleted,
10667339,object_deleted,
10667797,object_deleted,
10667343,object_deleted,
10668159,object_deleted,
10667804,object_deleted,
10667341,object_deleted,
10667801,object_deleted,
10667971,object_deleted,
10667340,object_deleted,
10668151,object_deleted,
10667338,object_deleted,
10667972,object_deleted,
10667803,object_deleted,
10667802,object_deleted,
10667800,object_deleted,
10667799,object_deleted,
10667970,object_deleted,
10668150,object_deleted,
10667798,object_deleted,
10667337,object_deleted,
10667796,object_deleted,
10667342,object_deleted,
10667779,object_deleted,
10668123,object_deleted,
10667966,object_deleted,
10667592,object_deleted,
10667964,object_deleted,
10668121,object_deleted,
10667963,object_deleted,
10668124,object_deleted,
10667968,object_deleted,
10668122,object_deleted,
10667588,object_deleted,
10667777,object_deleted,
10668119,object_deleted,
10667969,object_deleted,
10667780,object_deleted,
10667967,object_deleted,
10668148,object_deleted,
10667778,object_deleted,
10668149,object_deleted,
10667976,object_deleted,
10667984,object_deleted,
10668153,object_deleted,
10668152,object_deleted,
10668158,object_deleted,
10667978,object_deleted,
10667977,object_deleted,
10667595,object_deleted,
10667771,object_deleted,
10668155,object_deleted,
10667973,object_deleted,
10667975,object_deleted,
10667773,object_deleted,
10667979,object_deleted,
10668157,object_deleted,
10667772,object_deleted,
10667594,object_deleted,
10668156,object_deleted,
10668154,object_deleted,
10667974,object_deleted,
10667980,object_deleted,
10667795,object_deleted,
10667774,object_deleted,
10667775,object_deleted,
10667600,object_deleted,
10668147,object_deleted,
10667794,object_deleted,
10668145,object_deleted,
10667586,object_deleted,
10667982,object_deleted,
10668142,object_deleted,
10668141,object_deleted,
10667613,object_deleted,
10667717,object_deleted,
10667962,object_deleted,
10667769,object_deleted,
10667768,object_deleted,
