object_id_num,outcome,message,event_premis_id_num
450317754,object_deleted,,10667096
450318526,object_deleted,,10666750
450319298,object_deleted,,10666751
450320070,object_deleted,,10666303
450392374,object_deleted,,10666755
450393246,object_deleted,,10666754
450394118,object_deleted,,10666302
450394990,object_deleted,,10666301
450395862,object_deleted,,10667052
450396734,object_deleted,,10666756
450398478,object_deleted,,10666907
450399350,object_deleted,,10666906
450519386,object_deleted,,10666752
450520390,object_deleted,,10666886
450527378,object_deleted,,10666867
450528037,object_deleted,,10666866
450529355,object_deleted,,10666753
450531523,object_deleted,,10667051
450531611,object_deleted,,10666604
450531699,object_deleted,,10666490
450531787,object_deleted,,10666603
450531875,object_deleted,,10666865
450531963,object_deleted,,10666864
450532051,object_deleted,,10667050
450532139,object_deleted,,10666863
450532227,object_deleted,,10666862
450532315,object_deleted,,10666602
450532403,object_deleted,,10667049
450532491,object_deleted,,10666489
450532579,object_deleted,,10667048
450532667,object_deleted,,10667047
450532755,object_deleted,,10666861
450539122,object_deleted,,10666605
450549982,object_deleted,,10666880
450550648,object_deleted,,10666332
450551034,object_deleted,,10666568
450551518,object_deleted,,10667239
450552046,object_deleted,,10666331
450552424,object_deleted,,10666884
450553054,object_deleted,,10666330
450553444,object_deleted,,10666601
450553826,object_deleted,,10667245
450554540,object_deleted,,10666881
450555242,object_deleted,,10666878
450555924,object_deleted,,10666347
450556626,object_deleted,,10666748
450557336,object_deleted,,10666574
450558042,object_deleted,,10666335
450558752,object_deleted,,10666877
450559458,object_deleted,,10667240
450560160,object_deleted,,10666575
450560866,object_deleted,,10666336
450561572,object_deleted,,10667249
450562278,object_deleted,,10666875
450562984,object_deleted,,10666346
450563662,object_deleted,,10666882
450564368,object_deleted,,10666334
450565074,object_deleted,,10666876
450565884,object_deleted,,10667251
450566408,object_deleted,,10667250
450566932,object_deleted,,10667247
450567456,object_deleted,,10667241
450567980,object_deleted,,10667244
450568504,object_deleted,,10666572
450569028,object_deleted,,10666879
450569552,object_deleted,,10667248
450570076,object_deleted,,10666885
450570600,object_deleted,,10667246
450571124,object_deleted,,10667243
450571648,object_deleted,,10666570
450572696,object_deleted,,10667242
450573220,object_deleted,,10666576
450573744,object_deleted,,10666883
450574268,object_deleted,,10666571
450574792,object_deleted,,10666569
450575316,object_deleted,,10666567
450575840,object_deleted,,10666749
450576364,object_deleted,,10666383
450577058,object_deleted,,10667095
450578446,object_deleted,,10667093
450579140,object_deleted,,10666382
450580528,object_deleted,,10666708
450581222,object_deleted,,10666379
450581916,object_deleted,,10666381
450582610,object_deleted,,10666873
450583304,object_deleted,,10666707
450583998,object_deleted,,10666869
450584692,object_deleted,,10666710
450585386,object_deleted,,10667094
450586080,object_deleted,,10666871
450586774,object_deleted,,10666706
450587468,object_deleted,,10666709
450588162,object_deleted,,10666380
450588856,object_deleted,,10666870
450609758,object_deleted,,10667043
450610514,object_deleted,,10666340
450611286,object_deleted,,10666745
450612030,object_deleted,,10666646
450612734,object_deleted,,10667046
450613422,object_deleted,,10666339
450614110,object_deleted,,10666488
450615003,object_deleted,,10666645
450615691,object_deleted,,10666642
450616379,object_deleted,,10667045
450617067,object_deleted,,10666487
450617755,object_deleted,,10666868
450618443,object_deleted,,10666643
450620507,object_deleted,,10666644
450621195,object_deleted,,10666641
450621883,object_deleted,,10667044
450622571,object_deleted,,10667092
450622739,object_deleted,,10666905
450622907,object_deleted,,10667090
450623075,object_deleted,,10666904
450623243,object_deleted,,10666746
450623411,object_deleted,,10666903
450623579,object_deleted,,10666344
450623747,object_deleted,,10666902
450623915,object_deleted,,10667089
450624083,object_deleted,,10666901
450624251,object_deleted,,10666900
450624419,object_deleted,,10666343
450624587,object_deleted,,10666342
450624755,object_deleted,,10667088
450624923,object_deleted,,10667087
450625091,object_deleted,,10666341
450625259,object_deleted,,10666899
450625427,object_deleted,,10667091
450625595,object_deleted,,10666747
