event_premis_id_num,outcome,message,
10667262,object_deleted,
10667291,object_deleted,
10667258,object_deleted,
10667306,object_deleted,
10667273,object_deleted,
10667293,object_deleted,
10667294,object_deleted,
10667295,object_deleted,
10667292,object_deleted,
10667290,object_deleted,
10667312,object_deleted,
10667305,object_deleted,
10667304,object_deleted,
10667303,object_deleted,
10667261,object_deleted,
10667314,object_deleted,
10667313,object_deleted,
10667257,object_deleted,
10667308,object_deleted,
10667260,object_deleted,
10667297,object_deleted,
10667309,object_deleted,
10667272,object_deleted,
10667316,object_deleted,
10667281,object_deleted,
10667298,object_deleted,
10667282,object_deleted,
10667299,object_deleted,
10667271,object_deleted,
10667269,object_deleted,
10667296,object_deleted,
10667311,object_deleted,
10667300,object_deleted,
10667275,object_deleted,
10667274,object_deleted,
10667254,object_deleted,
10667253,object_deleted,
10667310,object_deleted,
10667268,object_deleted,
10667278,object_deleted,
10667259,object_deleted,
10667315,object_deleted,
10667276,object_deleted,
10667289,object_deleted,
10667277,object_deleted,
10667256,object_deleted,
10667288,object_deleted,
10667287,object_deleted,
10667263,object_deleted,
10667286,object_deleted,
10667264,object_deleted,
10667267,object_deleted,
10667279,object_deleted,
10667280,object_deleted,
10667266,object_deleted,
10667302,object_deleted,
10667285,object_deleted,
10667301,object_deleted,
10667307,object_deleted,
10667284,object_deleted,
10667283,object_deleted,
10667255,object_deleted,
