object_id_num,outcome,message,event_premis_id_num
451631273,object_deleted,,10668564
451631977,object_deleted,,10668552
451633033,object_deleted,,10668512
451664228,object_deleted,,10668563
451666412,object_deleted,,10668513
451736800,object_deleted,,10668558
451751510,object_deleted,,10668524
451807191,object_deleted,,10668523
451808511,object_deleted,,10668511
451838617,object_deleted,,10668522
451909041,object_deleted,,10668551
451909405,object_deleted,,10668557
451914501,object_deleted,,10668529
451915957,object_deleted,,10668556
451958678,object_deleted,,10668554
451985330,object_deleted,,10668572
451989458,object_deleted,,10668553
452051140,object_deleted,,10668526
452055936,object_deleted,,10668574
452066600,object_deleted,,10668549
452066994,object_deleted,,10668508
452067388,object_deleted,,10668573
452138822,object_deleted,,10668571
452153826,object_deleted,,10668559
452162120,object_deleted,,10668550
452291246,object_deleted,,10668561
452295494,object_deleted,,10668510
452311434,object_deleted,,10668560
452522591,object_deleted,,10668570
452531503,object_deleted,,10668567
452532111,object_deleted,,10668509
452537633,object_deleted,,10668568
452540883,object_deleted,,10668528
452542057,object_deleted,,10668527
452550005,object_deleted,,10668545
452559387,object_deleted,,10668525
452567249,object_deleted,,10668507
452595541,object_deleted,,10668544
452596573,object_deleted,,10668521
452603817,object_deleted,,10668520
452608351,object_deleted,,10668505
452629965,object_deleted,,10668532
452630347,object_deleted,,10668531
452631493,object_deleted,,10668519
452635610,object_deleted,,10668518
452639036,object_deleted,,10668516
452641624,object_deleted,,10668565
452645306,object_deleted,,10668506
452648088,object_deleted,,10668537
452649284,object_deleted,,10668569
452649918,object_deleted,,10668517
452653132,object_deleted,,10668535
452678890,object_deleted,,10668534
452679260,object_deleted,,10668533
452681110,object_deleted,,10668536
452682220,object_deleted,,10668566
452690776,object_deleted,,10668543
452692412,object_deleted,,10668541
452706397,object_deleted,,10668503
452715243,object_deleted,,10668542
452754129,object_deleted,,10668530
452870869,object_deleted,,10668504
452877961,object_deleted,,10668502
452889201,object_deleted,,10668547
452892609,object_deleted,,10668546
453003441,object_deleted,,10668548
453030889,object_deleted,,10668555
453061909,object_deleted,,10668540
453157498,object_deleted,,10668514
453161566,object_deleted,,10668538
453162018,object_deleted,,10668562
453174228,object_deleted,,10668515
453188296,object_deleted,,10668539
