object_id_num,outcome,message,event_premis_id_num
451622445,object_deleted,,10668132
451623129,object_deleted,,10667400
451629179,object_deleted,,10667790
451629511,object_deleted,,10667789
451629843,object_deleted,,10667399
451630206,object_deleted,,10667904
451630569,object_deleted,,10668126
451630921,object_deleted,,10667397
451631625,object_deleted,,10667393
451632329,object_deleted,,10667988
451632681,object_deleted,,10667398
451633385,object_deleted,,10668125
451633737,object_deleted,,10667396
451634089,object_deleted,,10667394
451634441,object_deleted,,10667392
451634793,object_deleted,,10667987
451635145,object_deleted,,10667787
451635497,object_deleted,,10668130
451635849,object_deleted,,10667388
451636372,object_deleted,,10667389
451660406,object_deleted,,10667811
451660952,object_deleted,,10667810
451661498,object_deleted,,10667808
451662044,object_deleted,,10667807
451662590,object_deleted,,10667812
451663136,object_deleted,,10667985
451663682,object_deleted,,10667387
451664774,object_deleted,,10667344
451665320,object_deleted,,10667350
451665866,object_deleted,,10667994
451666958,object_deleted,,10667386
451667504,object_deleted,,10667992
451668050,object_deleted,,10667813
451668596,object_deleted,,10667986
451669142,object_deleted,,10667993
451669688,object_deleted,,10667345
451670234,object_deleted,,10667991
451670780,object_deleted,,10667995
451671326,object_deleted,,10667785
451671732,object_deleted,,10668131
451672138,object_deleted,,10668129
451672802,object_deleted,,10667391
451673205,object_deleted,,10668127
451673608,object_deleted,,10667390
451682931,object_deleted,,10667786
451683581,object_deleted,,10667788
451684231,object_deleted,,10668128
451737244,object_deleted,,10667354
451737688,object_deleted,,10667990
451738132,object_deleted,,10667906
451738576,object_deleted,,10667817
451739020,object_deleted,,10667907
451740179,object_deleted,,10667814
451741033,object_deleted,,10667346
451741887,object_deleted,,10667816
451742741,object_deleted,,10667815
451751220,object_deleted,,10667806
451753895,object_deleted,,10667905
451754135,object_deleted,,10667805
451788929,object_deleted,,10668134
451789405,object_deleted,,10668136
451789881,object_deleted,,10667352
451790357,object_deleted,,10668135
451790833,object_deleted,,10667351
451795789,object_deleted,,10667782
451796144,object_deleted,,10667781
451796499,object_deleted,,10668137
451796854,object_deleted,,10667901
451797209,object_deleted,,10667903
451797564,object_deleted,,10667348
451807851,object_deleted,,10668133
451809171,object_deleted,,10667900
451810587,object_deleted,,10667353
451811247,object_deleted,,10667784
451820363,object_deleted,,10667347
451820679,object_deleted,,10667902
451839155,object_deleted,,10667349
451871975,object_deleted,,10667339
451872004,object_deleted,,10667797
451874629,object_deleted,,10667343
451874965,object_deleted,,10668159
451875553,object_deleted,,10667804
451876863,object_deleted,,10667341
451877199,object_deleted,,10667801
451878509,object_deleted,,10667971
451878845,object_deleted,,10667340
451879181,object_deleted,,10668151
451880491,object_deleted,,10667338
451880827,object_deleted,,10667972
451882137,object_deleted,,10667803
451882473,object_deleted,,10667802
451882809,object_deleted,,10667800
451884119,object_deleted,,10667799
451884455,object_deleted,,10667970
451884791,object_deleted,,10668150
451886101,object_deleted,,10667798
451886437,object_deleted,,10667337
451887747,object_deleted,,10667796
451888083,object_deleted,,10667342
451909769,object_deleted,,10667779
451910133,object_deleted,,10668123
451910497,object_deleted,,10667966
451910861,object_deleted,,10667592
451911225,object_deleted,,10667964
451911589,object_deleted,,10668121
451911953,object_deleted,,10667963
451912317,object_deleted,,10668124
451912681,object_deleted,,10667968
451913045,object_deleted,,10668122
451913409,object_deleted,,10667588
451913773,object_deleted,,10667777
451914137,object_deleted,,10668119
451914865,object_deleted,,10667969
451915229,object_deleted,,10667780
451915593,object_deleted,,10667967
451950974,object_deleted,,10668148
451951420,object_deleted,,10667778
451951866,object_deleted,,10668149
451952312,object_deleted,,10667976
451952758,object_deleted,,10667984
451953204,object_deleted,,10668153
451953526,object_deleted,,10668152
451953848,object_deleted,,10668158
451954170,object_deleted,,10667978
451954492,object_deleted,,10667977
451954814,object_deleted,,10667595
451955136,object_deleted,,10667771
451955458,object_deleted,,10668155
451955780,object_deleted,,10667973
451956102,object_deleted,,10667975
451956424,object_deleted,,10667773
451956746,object_deleted,,10667979
451957068,object_deleted,,10668157
451957390,object_deleted,,10667772
451957712,object_deleted,,10667594
451958034,object_deleted,,10668156
451958356,object_deleted,,10668154
451959000,object_deleted,,10667974
451959322,object_deleted,,10667980
451978964,object_deleted,,10667795
451980366,object_deleted,,10667774
451981768,object_deleted,,10667775
451983492,object_deleted,,10667600
451983990,object_deleted,,10668147
451984488,object_deleted,,10667794
451984986,object_deleted,,10668145
451985674,object_deleted,,10667586
451986018,object_deleted,,10667982
451986362,object_deleted,,10668142
451986706,object_deleted,,10668141
451987050,object_deleted,,10667613
451987394,object_deleted,,10667717
451987738,object_deleted,,10667962
451988082,object_deleted,,10667769
451988426,object_deleted,,10667768
451988770,object_deleted,,10668144
451989114,object_deleted,,10667718
451989802,object_deleted,,10667612
451990146,object_deleted,,10667983
451990490,object_deleted,,10667792
451990834,object_deleted,,10668146
451991178,object_deleted,,10668140
451991522,object_deleted,,10668143
451991866,object_deleted,,10667599
451992532,object_deleted,,10667601
451993198,object_deleted,,10667776
452008286,object_deleted,,10667793
452008544,object_deleted,,10667602
452008802,object_deleted,,10667791
452009060,object_deleted,,10667770
452020694,object_deleted,,10667720
452021192,object_deleted,,10668139
452022974,object_deleted,,10667981
452023498,object_deleted,,10668138
452032466,object_deleted,,10667719
452033262,object_deleted,,10667747
452035752,object_deleted,,10667959
452035958,object_deleted,,10667958
452036164,object_deleted,,10667687
452036370,object_deleted,,10667597
452036576,object_deleted,,10667596
452036782,object_deleted,,10667960
452039856,object_deleted,,10667961
452040042,object_deleted,,10667598
452047220,object_deleted,,10667950
452048616,object_deleted,,10667726
452049614,object_deleted,,10667725
452050632,object_deleted,,10668085
452051576,object_deleted,,10667729
452052012,object_deleted,,10667727
452052448,object_deleted,,10667999
452052884,object_deleted,,10667609
452053320,object_deleted,,10668086
452053756,object_deleted,,10667611
452054192,object_deleted,,10667730
452054628,object_deleted,,10667728
452055064,object_deleted,,10668000
452055500,object_deleted,,10667610
452056372,object_deleted,,10667951
452058746,object_deleted,,10667682
452058998,object_deleted,,10667748
452064236,object_deleted,,10667933
452064630,object_deleted,,10667932
452065024,object_deleted,,10667935
452065418,object_deleted,,10668115
452065812,object_deleted,,10667722
452066206,object_deleted,,10667607
452067782,object_deleted,,10668116
452068176,object_deleted,,10667608
452068570,object_deleted,,10667934
452068964,object_deleted,,10668114
452069358,object_deleted,,10667606
452069752,object_deleted,,10667721
452111624,object_deleted,,10667920
452114350,object_deleted,,10667579
452117076,object_deleted,,10667585
452119802,object_deleted,,10667763
452122528,object_deleted,,10667921
452125254,object_deleted,,10668005
452127980,object_deleted,,10668002
452130706,object_deleted,,10667360
452133432,object_deleted,,10667762
452136158,object_deleted,,10668009
452137490,object_deleted,,10667923
452140154,object_deleted,,10667924
452141486,object_deleted,,10668012
452142818,object_deleted,,10667683
452144150,object_deleted,,10667584
452145482,object_deleted,,10667684
452146814,object_deleted,,10668013
452148146,object_deleted,,10667927
452149478,object_deleted,,10667761
452150810,object_deleted,,10667723
452151564,object_deleted,,10667918
452152318,object_deleted,,10668118
452153072,object_deleted,,10667919
452154580,object_deleted,,10667929
452155334,object_deleted,,10667931
452156088,object_deleted,,10668117
452156842,object_deleted,,10667355
452157596,object_deleted,,10667603
452158350,object_deleted,,10667685
452159104,object_deleted,,10667731
452159858,object_deleted,,10668011
452160612,object_deleted,,10667686
452161366,object_deleted,,10667724
452162874,object_deleted,,10667604
452163628,object_deleted,,10667930
452164382,object_deleted,,10667943
452165136,object_deleted,,10668001
452165890,object_deleted,,10667578
452166358,object_deleted,,10667767
452166826,object_deleted,,10668008
452167294,object_deleted,,10667764
452167762,object_deleted,,10667358
452168230,object_deleted,,10668004
452168698,object_deleted,,10667926
452169166,object_deleted,,10667766
452169634,object_deleted,,10667765
452170102,object_deleted,,10667359
452170570,object_deleted,,10667581
452171038,object_deleted,,10667357
452171506,object_deleted,,10667925
452171974,object_deleted,,10667583
452172442,object_deleted,,10668007
452172910,object_deleted,,10668006
452173378,object_deleted,,10667580
452173846,object_deleted,,10668003
452174314,object_deleted,,10668010
452174782,object_deleted,,10667928
452230770,object_deleted,,10667947
452231136,object_deleted,,10667946
452231502,object_deleted,,10667945
452231868,object_deleted,,10667368
452232234,object_deleted,,10667996
452232600,object_deleted,,10667949
452232966,object_deleted,,10667370
452233332,object_deleted,,10667948
452233698,object_deleted,,10667758
452234064,object_deleted,,10667755
452234430,object_deleted,,10667754
452234796,object_deleted,,10667997
452235162,object_deleted,,10667944
452235528,object_deleted,,10667760
452235894,object_deleted,,10667998
452236260,object_deleted,,10667759
452236626,object_deleted,,10667756
452236992,object_deleted,,10667369
452237358,object_deleted,,10667367
452237724,object_deleted,,10667753
452259994,object_deleted,,10668083
452260616,object_deleted,,10668082
452261238,object_deleted,,10667915
452261860,object_deleted,,10668084
452264960,object_deleted,,10667751
452269046,object_deleted,,10667940
452273258,object_deleted,,10667938
452275562,object_deleted,,10667917
452279224,object_deleted,,10667942
452282162,object_deleted,,10667749
452285316,object_deleted,,10667752
452288978,object_deleted,,10667363
452298278,object_deleted,,10667916
452300738,object_deleted,,10667361
452303552,object_deleted,,10667937
452306952,object_deleted,,10667364
452308372,object_deleted,,10667941
452310600,object_deleted,,10667939
452313662,object_deleted,,10667362
452315890,object_deleted,,10667750
452316724,object_deleted,,10667936
452518945,object_deleted,,10667735
452519156,object_deleted,,10667733
452519816,object_deleted,,10667557
452520618,object_deleted,,10667740
452521408,object_deleted,,10668068
452522020,object_deleted,,10667560
452523183,object_deleted,,10667561
452523873,object_deleted,,10667738
452524493,object_deleted,,10667734
452525095,object_deleted,,10667558
452525735,object_deleted,,10667562
452526349,object_deleted,,10668069
452526953,object_deleted,,10667736
452527643,object_deleted,,10667559
452528219,object_deleted,,10667556
452528829,object_deleted,,10667739
452529465,object_deleted,,10667737
452529997,object_deleted,,10667952
452530567,object_deleted,,10667732
452530913,object_deleted,,10667534
452532919,object_deleted,,10668052
452533691,object_deleted,,10667742
452534457,object_deleted,,10667953
452535055,object_deleted,,10668053
452535851,object_deleted,,10667957
452536451,object_deleted,,10667533
452537073,object_deleted,,10667741
452538229,object_deleted,,10667535
452538911,object_deleted,,10667743
452539515,object_deleted,,10667955
452540139,object_deleted,,10667537
452541435,object_deleted,,10667744
452542633,object_deleted,,10667954
452543353,object_deleted,,10667745
452543979,object_deleted,,10667909
452544605,object_deleted,,10667663
452545183,object_deleted,,10667661
452545807,object_deleted,,10667660
452546599,object_deleted,,10668059
452547367,object_deleted,,10668061
452548097,object_deleted,,10667576
452548699,object_deleted,,10667573
452549313,object_deleted,,10667657
452550637,object_deleted,,10668060
452551255,object_deleted,,10667574
452551853,object_deleted,,10667658
452552477,object_deleted,,10667656
452553077,object_deleted,,10667662
452553703,object_deleted,,10667575
452554369,object_deleted,,10667659
452554917,object_deleted,,10667568
452555589,object_deleted,,10667908
452556213,object_deleted,,10667577
452556969,object_deleted,,10667436
452557607,object_deleted,,10668065
452558215,object_deleted,,10667910
452558757,object_deleted,,10667702
452560153,object_deleted,,10668067
