object_id_num,object_huldrsadmin_ownerSuppliedName_string,object_urn_string_sort,object_huldrsadmin_adminCategory_text_sort,object_huldrsadmin_ownerCode_string_sort,object_huldrsadmin_billingCode_string,object_mets_type_string,object_huldrsadmin_insertionDate_date,object_huldrsadmin_role_string_sort,batch_huldrsadmin_batchDirectoryName_string,batch_id_num,batch_huldrsadmin_loadStartTime_date,batch_huldrsadmin_batchName_string,object_fileCount_num,object_huldrsadmin_adminFlagType_string_sort,object_huldrsadmin_accessFlag_string,object_mods_title_text_sort,object_huldrsadmin_producer_string_sort,object_objectSize_num
450467767,W30498-I1CZ4714,"urn-3:FHCL:37234117, urn-3:HUL.DRS.OBJECT:37234116",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-07-16T18:24:27.575Z,,batchW30498-1-59,513708,2018-07-16T18:24:25.0Z,FHCL.COLL_batchW30498-1-59_20180713_193904,870,,R,"bka' brten, bon gyi bka' brten, བཀའ་བརྟེན།",Tibetan Buddhist Resource Center,67145543
450468639,W30498-I1CZ4735,"urn-3:FHCL:37234163, urn-3:HUL.DRS.OBJECT:37234161",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-07-16T18:25:18.637Z,,batchW30498-1-59,513708,2018-07-16T18:24:25.0Z,FHCL.COLL_batchW30498-1-59_20180713_193904,870,,R,"bka' brten, bon gyi bka' brten, བཀའ་བརྟེན།",Tibetan Buddhist Resource Center,67145543
450469511,W30498-I1CZ4756,"urn-3:FHCL:37234181, urn-3:HUL.DRS.OBJECT:37234180",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-07-16T18:26:21.270Z,,batchW30498-1-59,513708,2018-07-16T18:24:25.0Z,FHCL.COLL_batchW30498-1-59_20180713_193904,870,,R,"bka' brten, bon gyi bka' brten, བཀའ་བརྟེན།",Tibetan Buddhist Resource Center,67145543
450470383,W30498-I1CZ4777,"urn-3:FHCL:37234183, urn-3:HUL.DRS.OBJECT:37234182",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-07-16T18:27:24.482Z,,batchW30498-1-59,513708,2018-07-16T18:24:25.0Z,FHCL.COLL_batchW30498-1-59_20180713_193904,870,,R,"bka' brten, bon gyi bka' brten, བཀའ་བརྟེན།",Tibetan Buddhist Resource Center,67145543
450471255,W30498-I1CZ4798,"urn-3:FHCL:37234185, urn-3:HUL.DRS.OBJECT:37234184",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-07-16T18:28:31.12Z,,batchW30498-1-59,513708,2018-07-16T18:24:25.0Z,FHCL.COLL_batchW30498-1-59_20180713_193904,870,,R,"bka' brten, bon gyi bka' brten, བཀའ་བརྟེན།",Tibetan Buddhist Resource Center,67145543
450472127,W30498-I1CZ4819,"urn-3:FHCL:37234187, urn-3:HUL.DRS.OBJECT:37234186",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-07-16T18:29:37.432Z,,batchW30498-1-59,513708,2018-07-16T18:24:25.0Z,FHCL.COLL_batchW30498-1-59_20180713_193904,870,,R,"bka' brten, bon gyi bka' brten, བཀའ་བརྟེན།",Tibetan Buddhist Resource Center,67145543
450472999,W30498-I1CZ4924,"urn-3:FHCL:37234191, urn-3:HUL.DRS.OBJECT:37234190",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-07-16T18:30:41.635Z,,batchW30498-1-59,513708,2018-07-16T18:24:25.0Z,FHCL.COLL_batchW30498-1-59_20180713_193904,870,,R,"bka' brten, bon gyi bka' brten, བཀའ་བརྟེན།",Tibetan Buddhist Resource Center,67145543
450473871,W30498-I1CZ4926,"urn-3:FHCL:37234195, urn-3:HUL.DRS.OBJECT:37234194",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-07-16T18:31:48.313Z,,batchW30498-1-59,513708,2018-07-16T18:24:25.0Z,FHCL.COLL_batchW30498-1-59_20180713_193904,870,,R,"bka' brten, bon gyi bka' brten, བཀའ་བརྟེན།",Tibetan Buddhist Resource Center,67145543
450474743,W30498-I1CZ4929,"urn-3:FHCL:37234201, urn-3:HUL.DRS.OBJECT:37234200",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-07-16T18:33:02.183Z,,batchW30498-1-59,513708,2018-07-16T18:24:25.0Z,FHCL.COLL_batchW30498-1-59_20180713_193904,870,,R,"bka' brten, bon gyi bka' brten, བཀའ་བརྟེན།",Tibetan Buddhist Resource Center,67145543
450475615,W30498-I1CZ4931,"urn-3:FHCL:37234205, urn-3:HUL.DRS.OBJECT:37234204",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-07-16T18:34:10.103Z,,batchW30498-1-59,513708,2018-07-16T18:24:25.0Z,FHCL.COLL_batchW30498-1-59_20180713_193904,870,,R,"bka' brten, bon gyi bka' brten, བཀའ་བརྟེན།",Tibetan Buddhist Resource Center,67145543
450476487,W30498-I1CZ4932,"urn-3:FHCL:37234209, urn-3:HUL.DRS.OBJECT:37234208",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-07-16T18:35:22.84Z,,batchW30498-1-59,513708,2018-07-16T18:24:25.0Z,FHCL.COLL_batchW30498-1-59_20180713_193904,870,,R,"bka' brten, bon gyi bka' brten, བཀའ་བརྟེན།",Tibetan Buddhist Resource Center,67145543
450477359,W30498-I1CZ4933,"urn-3:FHCL:37234213, urn-3:HUL.DRS.OBJECT:37234212",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-07-16T18:36:32.70Z,,batchW30498-1-59,513708,2018-07-16T18:24:25.0Z,FHCL.COLL_batchW30498-1-59_20180713_193904,870,,R,"bka' brten, bon gyi bka' brten, བཀའ་བརྟེན།",Tibetan Buddhist Resource Center,67145543
