object_id_num,object_huldrsadmin_ownerSuppliedName_string,object_urn_string_sort,object_huldrsadmin_adminCategory_text_sort,object_huldrsadmin_ownerCode_string_sort,object_huldrsadmin_billingCode_string,object_mets_type_string,object_huldrsadmin_insertionDate_date,object_huldrsadmin_role_string_sort,batch_huldrsadmin_batchDirectoryName_string,batch_id_num,batch_huldrsadmin_loadStartTime_date,batch_huldrsadmin_batchName_string,object_fileCount_num,object_huldrsadmin_adminFlagType_string_sort,object_huldrsadmin_accessFlag_string,object_mods_title_text_sort,object_huldrsadmin_producer_string_sort,object_objectSize_num
455038047,W3MS552-I3MS555,"urn-3:FHCL:37376882, urn-3:HUL.DRS.OBJECT:37376881",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-08-08T00:00:22.69Z,,batchW3MS552-1-4d,554865,2018-08-07T23:59:38.0Z,FHCL.COLL_batchW3MS552-1-4d_20180729_082650,527,,R,"khri ka'i ser brgya sde ba nas rnyed pa'i dpe rnying skor, ser kyA sde ba nas rnyed pa'i dpe rnying skor, ཁྲི་ཀའི་སེར་བརྒྱ་སྡེ་བ་ནས་རྙེད་པའི་དཔེ་རྙིང་སྐོར།",Tibetan Buddhist Resource Center,60585859
455038798,W3MS552-I3MS556,"urn-3:FHCL:37376884, urn-3:HUL.DRS.OBJECT:37376883",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-08-08T00:01:08.419Z,,batchW3MS552-1-4d,554865,2018-08-07T23:59:38.0Z,FHCL.COLL_batchW3MS552-1-4d_20180729_082650,244,,R,"khri ka'i ser brgya sde ba nas rnyed pa'i dpe rnying skor, ser kyA sde ba nas rnyed pa'i dpe rnying skor, ཁྲི་ཀའི་སེར་བརྒྱ་སྡེ་བ་ནས་རྙེད་པའི་དཔེ་རྙིང་སྐོར།",Tibetan Buddhist Resource Center,43322391
455039246,W3MS552-I3MS557,"urn-3:FHCL:37376896, urn-3:HUL.DRS.OBJECT:37376895",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-08-08T00:01:38.126Z,,batchW3MS552-1-4d,554865,2018-08-07T23:59:38.0Z,FHCL.COLL_batchW3MS552-1-4d_20180729_082650,896,,R,"khri ka'i ser brgya sde ba nas rnyed pa'i dpe rnying skor, ser kyA sde ba nas rnyed pa'i dpe rnying skor, ཁྲི་ཀའི་སེར་བརྒྱ་སྡེ་བ་ནས་རྙེད་པའི་དཔེ་རྙིང་སྐོར།",Tibetan Buddhist Resource Center,125548777
455040238,W3MS552-I3MS558,"urn-3:FHCL:37376932, urn-3:HUL.DRS.OBJECT:37376931",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-08-08T00:02:43.590Z,,batchW3MS552-1-4d,554865,2018-08-07T23:59:38.0Z,FHCL.COLL_batchW3MS552-1-4d_20180729_082650,474,,R,"khri ka'i ser brgya sde ba nas rnyed pa'i dpe rnying skor, ser kyA sde ba nas rnyed pa'i dpe rnying skor, ཁྲི་ཀའི་སེར་བརྒྱ་སྡེ་བ་ནས་རྙེད་པའི་དཔེ་རྙིང་སྐོར།",Tibetan Buddhist Resource Center,88869738
455040714,W3MS552-I3MS559,"urn-3:FHCL:37376934, urn-3:HUL.DRS.OBJECT:37376933",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-08-08T00:03:26.423Z,,batchW3MS552-1-4d,554865,2018-08-07T23:59:38.0Z,FHCL.COLL_batchW3MS552-1-4d_20180729_082650,506,,R,"khri ka'i ser brgya sde ba nas rnyed pa'i dpe rnying skor, ser kyA sde ba nas rnyed pa'i dpe rnying skor, ཁྲི་ཀའི་སེར་བརྒྱ་སྡེ་བ་ནས་རྙེད་པའི་དཔེ་རྙིང་སྐོར།",Tibetan Buddhist Resource Center,111594510
455041222,W3MS552-I3MS560,"urn-3:FHCL:37376938, urn-3:HUL.DRS.OBJECT:37376937",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-08-08T00:04:11.720Z,,batchW3MS552-1-4d,554865,2018-08-07T23:59:38.0Z,FHCL.COLL_batchW3MS552-1-4d_20180729_082650,374,,R,"khri ka'i ser brgya sde ba nas rnyed pa'i dpe rnying skor, ser kyA sde ba nas rnyed pa'i dpe rnying skor, ཁྲི་ཀའི་སེར་བརྒྱ་སྡེ་བ་ནས་རྙེད་པའི་དཔེ་རྙིང་སྐོར།",Tibetan Buddhist Resource Center,59900851
455041598,W3MS552-I3MS561,"urn-3:FHCL:37376942, urn-3:HUL.DRS.OBJECT:37376941",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-08-08T00:04:49.605Z,,batchW3MS552-1-4d,554865,2018-08-07T23:59:38.0Z,FHCL.COLL_batchW3MS552-1-4d_20180729_082650,1210,,R,"khri ka'i ser brgya sde ba nas rnyed pa'i dpe rnying skor, ser kyA sde ba nas rnyed pa'i dpe rnying skor, ཁྲི་ཀའི་སེར་བརྒྱ་སྡེ་བ་ནས་རྙེད་པའི་དཔེ་རྙིང་སྐོར།",Tibetan Buddhist Resource Center,292065538
455042810,W3MS552-I3MS562,"urn-3:FHCL:37376975, urn-3:HUL.DRS.OBJECT:37376973",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-08-08T00:06:39.689Z,,batchW3MS552-1-4d,554865,2018-08-07T23:59:38.0Z,FHCL.COLL_batchW3MS552-1-4d_20180729_082650,327,,R,"khri ka'i ser brgya sde ba nas rnyed pa'i dpe rnying skor, ser kyA sde ba nas rnyed pa'i dpe rnying skor, ཁྲི་ཀའི་སེར་བརྒྱ་སྡེ་བ་ནས་རྙེད་པའི་དཔེ་རྙིང་སྐོར།",Tibetan Buddhist Resource Center,67828540
455043139,W3MS552-I3MS563,"urn-3:FHCL:37377002, urn-3:HUL.DRS.OBJECT:37377001",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-08-08T00:07:22.346Z,,batchW3MS552-1-4d,554865,2018-08-07T23:59:38.0Z,FHCL.COLL_batchW3MS552-1-4d_20180729_082650,100,,R,"khri ka'i ser brgya sde ba nas rnyed pa'i dpe rnying skor, ser kyA sde ba nas rnyed pa'i dpe rnying skor, ཁྲི་ཀའི་སེར་བརྒྱ་སྡེ་བ་ནས་རྙེད་པའི་དཔེ་རྙིང་སྐོར།",Tibetan Buddhist Resource Center,23012900
455043241,W3MS552-I3MS564,"urn-3:FHCL:37377008, urn-3:HUL.DRS.OBJECT:37377007",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-08-08T00:07:34.723Z,,batchW3MS552-1-4d,554865,2018-08-07T23:59:38.0Z,FHCL.COLL_batchW3MS552-1-4d_20180729_082650,262,,R,"khri ka'i ser brgya sde ba nas rnyed pa'i dpe rnying skor, ser kyA sde ba nas rnyed pa'i dpe rnying skor, ཁྲི་ཀའི་སེར་བརྒྱ་སྡེ་བ་ནས་རྙེད་པའི་དཔེ་རྙིང་སྐོར།",Tibetan Buddhist Resource Center,28410996
