OBJ-ID	OBJ-DELIV-URN	OBJ-URN	DEPOSITOR	OBJ-OSN	BILLING	OWNER	OBJ-TYPE	OBJ-ROLES	FILE-ID	FILE-URN	FILE-FORMAT	FILE-SIZE	FILE-OSN	FILE-ORIGPATH	
400002600	urn-3:FHCL:352141	urn-3:HUL.DRS.OBJECT:352140	Wallman, Jeffrey	W12827-2061	FHCL.COLL.TBRC_0001	FHCL.COLL	PDS DOCUMENT		400002811		Tagged Image File Format	36487	20610210__0210	image/W12827-2061--20610210__0210.TIF
400002600	urn-3:FHCL:352141	urn-3:HUL.DRS.OBJECT:352140	Wallman, Jeffrey	W12827-2061	FHCL.COLL.TBRC_0001	FHCL.COLL	PDS DOCUMENT		400002813		Tagged Image File Format	35259	20610212__0212	image/W12827-2061--20610212__0212.TIF
400002600	urn-3:FHCL:352141	urn-3:HUL.DRS.OBJECT:352140	Wallman, Jeffrey	W12827-2061	FHCL.COLL.TBRC_0001	FHCL.COLL	PDS DOCUMENT		400002815		Tagged Image File Format	35349	20610214__0214	image/W12827-2061--20610214__0214.TIF
400002600	urn-3:FHCL:352141	urn-3:HUL.DRS.OBJECT:352140	Wallman, Jeffrey	W12827-2061	FHCL.COLL.TBRC_0001	FHCL.COLL	PDS DOCUMENT		400002817		Tagged Image File Format	36030	20610216__0216	image/W12827-2061--20610216__0216.TIF
400002600	urn-3:FHCL:352141	urn-3:HUL.DRS.OBJECT:352140	Wallman, Jeffrey	W12827-2061	FHCL.COLL.TBRC_0001	FHCL.COLL	PDS DOCUMENT		400002819		Tagged Image File Format	37330	20610218__0218	image/W12827-2061--20610218__0218.TIF
400002600	urn-3:FHCL:352141	urn-3:HUL.DRS.OBJECT:352140	Wallman, Jeffrey	W12827-2061	FHCL.COLL.TBRC_0001	FHCL.COLL	PDS DOCUMENT		400002821		Tagged Image File Format	36971	20610220__0220	image/W12827-2061--20610220__0220.TIF
400002600	urn-3:FHCL:352141	urn-3:HUL.DRS.OBJECT:352140	Wallman, Jeffrey	W12827-2061	FHCL.COLL.TBRC_0001	FHCL.COLL	PDS DOCUMENT		400002823		Tagged Image File Format	38796	20610222__0222	image/W12827-2061--20610222__0222.TIF
400002600	urn-3:FHCL:352141	urn-3:HUL.DRS.OBJECT:352140	Wallman, Jeffrey	W12827-2061	FHCL.COLL.TBRC_0001	FHCL.COLL	PDS DOCUMENT		400002826		Tagged Image File Format	38525	20610225__0225	image/W12827-2061--20610225__0225.TIF
400002600	urn-3:FHCL:352141	urn-3:HUL.DRS.OBJECT:352140	Wallman, Jeffrey	W12827-2061	FHCL.COLL.TBRC_0001	FHCL.COLL	PDS DOCUMENT		400002828		Tagged Image File Format	37228	20610227__0227	image/W12827-2061--20610227__0227.TIF
400002600	urn-3:FHCL:352141	urn-3:HUL.DRS.OBJECT:352140	Wallman, Jeffrey	W12827-2061	FHCL.COLL.TBRC_0001	FHCL.COLL	PDS DOCUMENT		400002830		Tagged Image File Format	36453	20610229__0229	image/W12827-2061--20610229__0229.TIF
400002600	urn-3:FHCL:352141	urn-3:HUL.DRS.OBJECT:352140	Wallman, Jeffrey	W12827-2061	FHCL.COLL.TBRC_0001	FHCL.COLL	PDS DOCUMENT		400002832		Tagged Image File Format	36769	20610231__0231	image/W12827-2061--20610231__0231.TIF
400002600	urn-3:FHCL:352141	urn-3:HUL.DRS.OBJECT:352140	Wallman, Jeffrey	W12827-2061	FHCL.COLL.TBRC_0001	FHCL.COLL	PDS DOCUMENT		400002834		Tagged Image File Format	37610	20610233__0233	image/W12827-2061--20610233__0233.TIF
400002600	urn-3:FHCL:352141	urn-3:HUL.DRS.OBJECT:352140	Wallman, Jeffrey	W12827-2061	FHCL.COLL.TBRC_0001	FHCL.COLL	PDS DOCUMENT		400002836		Tagged Image File Format	38535	20610235__0235	image/W12827-2061--20610235__0235.TIF
400002600	urn-3:FHCL:352141	urn-3:HUL.DRS.OBJECT:352140	Wallman, Jeffrey	W12827-2061	FHCL.COLL.TBRC_0001	FHCL.COLL	PDS DOCUMENT		400002838		Tagged Image File Format	42438	20610237__0237	image/W12827-2061--20610237__0237.TIF
400002600	urn-3:FHCL:352141	urn-3:HUL.DRS.OBJECT:352140	Wallman, Jeffrey	W12827-2061	FHCL.COLL.TBRC_0001	FHCL.COLL	PDS DOCUMENT		400002840		Tagged Image File Format	38855	20610239__0239	image/W12827-2061--20610239__0239.TIF
400002600	urn-3:FHCL:352141	urn-3:HUL.DRS.OBJECT:352140	Wallman, Jeffrey	W12827-2061	FHCL.COLL.TBRC_0001	FHCL.COLL	PDS DOCUMENT		400002849		Tagged Image File Format	37818	20610248__0248	image/W12827-2061--20610248__0248.TIF
400002600	urn-3:FHCL:352141	urn-3:HUL.DRS.OBJECT:352140	Wallman, Jeffrey	W12827-2061	FHCL.COLL.TBRC_0001	FHCL.COLL	PDS DOCUMENT		400002851		Tagged Image File Format	36930	20610250__0250	image/W12827-2061--20610250__0250.TIF
400002600	urn-3:FHCL:352141	urn-3:HUL.DRS.OBJECT:352140	Wallman, Jeffrey	W12827-2061	FHCL.COLL.TBRC_0001	FHCL.COLL	PDS DOCUMENT		400002853		Tagged Image File Format	37404	20610252__0252	image/W12827-2061--20610252__0252.TIF
400002600	urn-3:FHCL:352141	urn-3:HUL.DRS.OBJECT:352140	Wallman, Jeffrey	W12827-2061	FHCL.COLL.TBRC_0001	FHCL.COLL	PDS DOCUMENT		400002854		Tagged Image File Format	38106	20610253__0253	image/W12827-2061--20610253__0253.TIF
400002600	urn-3:FHCL:352141	urn-3:HUL.DRS.OBJECT:352140	Wallman, Jeffrey	W12827-2061	FHCL.COLL.TBRC_0001	FHCL.COLL	PDS DOCUMENT		400002855		Tagged Image File Format	37596	20610254__0254	image/W12827-2061--20610254__0254.TIF
400002600	urn-3:FHCL:352141	urn-3:HUL.DRS.OBJECT:352140	Wallman, Jeffrey	W12827-2061	FHCL.COLL.TBRC_0001	FHCL.COLL	PDS DOCUMENT		400002856		Tagged Image File Format	40600	20610255__0255	image/W12827-2061--20610255__0255.TIF
400002600	urn-3:FHCL:352141	urn-3:HUL.DRS.OBJECT:352140	Wallman, Jeffrey	W12827-2061	FHCL.COLL.TBRC_0001	FHCL.COLL	PDS DOCUMENT		400002857		Tagged Image File Format	37355	20610256__0256	image/W12827-2061--20610256__0256.TIF
400002600	urn-3:FHCL:352141	urn-3:HUL.DRS.OBJECT:352140	Wallman, Jeffrey	W12827-2061	FHCL.COLL.TBRC_0001	FHCL.COLL	PDS DOCUMENT		400002858		Tagged Image File Format	39762	20610257__0257	image/W12827-2061--20610257__0257.TIF
400002600	urn-3:FHCL:352141	urn-3:HUL.DRS.OBJECT:352140	Wallman, Jeffrey	W12827-2061	FHCL.COLL.TBRC_0001	FHCL.COLL	PDS DOCUMENT		400002860		Tagged Image File Format	44443	20610259__0259	image/W12827-2061--20610259__0259.TIF
400002600	urn-3:FHCL:352141	urn-3:HUL.DRS.OBJECT:352140	Wallman, Jeffrey	W12827-2061	FHCL.COLL.TBRC_0001	FHCL.COLL	PDS DOCUMENT		400002862		Tagged Image File Format	40904	20610261__0261	image/W12827-2061--20610261__0261.TIF
400002600	urn-3:FHCL:352141	urn-3:HUL.DRS.OBJECT:352140	Wallman, Jeffrey	W12827-2061	FHCL.COLL.TBRC_0001	FHCL.COLL	PDS DOCUMENT		400002864		Tagged Image File Format	40597	20610263__0263	image/W12827-2061--20610263__0263.TIF
400002600	urn-3:FHCL:352141	urn-3:HUL.DRS.OBJECT:352140	Wallman, Jeffrey	W12827-2061	FHCL.COLL.TBRC_0001	FHCL.COLL	PDS DOCUMENT		400002866		Tagged Image File Format	43116	20610265__0265	image/W12827-2061--20610265__0265.TIF
400002600	urn-3:FHCL:352141	urn-3:HUL.DRS.OBJECT:352140	Wallman, Jeffrey	W12827-2061	FHCL.COLL.TBRC_0001	FHCL.COLL	PDS DOCUMENT		400002868		Tagged Image File Format	41194	20610267__0267	image/W12827-2061--20610267__0267.TIF
400002600	urn-3:FHCL:352141	urn-3:HUL.DRS.OBJECT:352140	Wallman, Jeffrey	W12827-2061	FHCL.COLL.TBRC_0001	FHCL.COLL	PDS DOCUMENT		400002870		Tagged Image File Format	38236	20610269__0269	image/W12827-2061--20610269__0269.TIF
400002600	urn-3:FHCL:352141	urn-3:HUL.DRS.OBJECT:352140	Wallman, Jeffrey	W12827-2061	FHCL.COLL.TBRC_0001	FHCL.COLL	PDS DOCUMENT		400002872		Tagged Image File Format	39733	20610271__0271	image/W12827-2061--20610271__0271.TIF
400002600	urn-3:FHCL:352141	urn-3:HUL.DRS.OBJECT:352140	Wallman, Jeffrey	W12827-2061	FHCL.COLL.TBRC_0001	FHCL.COLL	PDS DOCUMENT		400002874		Tagged Image File Format	36598	20610273__0273	image/W12827-2061--20610273__0273.TIF
400002600	urn-3:FHCL:352141	urn-3:HUL.DRS.OBJECT:352140	Wallman, Jeffrey	W12827-2061	FHCL.COLL.TBRC_0001	FHCL.COLL	PDS DOCUMENT		400002876		Tagged Image File Format	36504	20610275__0275	image/W12827-2061--20610275__0275.TIF
400002600	urn-3:FHCL:352141	urn-3:HUL.DRS.OBJECT:352140	Wallman, Jeffrey	W12827-2061	FHCL.COLL.TBRC_0001	FHCL.COLL	PDS DOCUMENT		400002877		Tagged Image File Format	37783	20610276__0276	image/W12827-2061--20610276__0276.TIF
400002600	urn-3:FHCL:352141	urn-3:HUL.DRS.OBJECT:352140	Wallman, Jeffrey	W12827-2061	FHCL.COLL.TBRC_0001	FHCL.COLL	PDS DOCUMENT		400002879		Tagged Image File Format	37280	20610278__0278	image/W12827-2061--20610278__0278.TIF
400002600	urn-3:FHCL:352141	urn-3:HUL.DRS.OBJECT:352140	Wallman, Jeffrey	W12827-2061	FHCL.COLL.TBRC_0001	FHCL.COLL	PDS DOCUMENT		400002881		Tagged Image File Format	41541	20610280__0280	image/W12827-2061--20610280__0280.TIF
