" ""s"" "," ""id"" "
" ""http://purl.bdrc.io/resource/W1PD5298"" "," ""014257822"" "
" ""http://purl.bdrc.io/resource/W2DB54922"" "," ""014260550"" "
" ""http://purl.bdrc.io/resource/W1KG9262"" "," ""014257531"" "
" ""http://purl.bdrc.io/resource/W28979"" "," ""014259865"" "
" ""http://purl.bdrc.io/resource/W25093"" "," ""014259387"" "
" ""http://purl.bdrc.io/resource/W29344"" "," ""014259993"" "
" ""http://purl.bdrc.io/resource/W23444"" "," ""014258918"" "
" ""http://purl.bdrc.io/resource/W00KG01502"" "," ""014254044"" "
" ""http://purl.bdrc.io/resource/W1KG11920"" "," ""014255758"" "
" ""http://purl.bdrc.io/resource/W00KG0638"" "," ""014254490"" "
" ""http://purl.bdrc.io/resource/W22203"" "," ""014258698"" "
" ""http://purl.bdrc.io/resource/W23841"" "," ""014259173"" "
" ""http://purl.bdrc.io/resource/W1PD1725"" "," ""014257729"" "
" ""http://purl.bdrc.io/resource/W30534"" "," ""014260839"" "
" ""http://purl.bdrc.io/resource/W1KG10853"" "," ""014255690"" "
" ""http://purl.bdrc.io/resource/W24826"" "," ""014259361"" "
" ""http://purl.bdrc.io/resource/W21970"" "," ""014258528"" "
" ""http://purl.bdrc.io/resource/W1GS56154"" "," ""014255483"" "
" ""http://purl.bdrc.io/resource/W22933"" "," ""014258789"" "
" ""http://purl.bdrc.io/resource/W294"" "," ""014259997"" "
" ""http://purl.bdrc.io/resource/W1KG14964"" "," ""014256252"" "
" ""http://purl.bdrc.io/resource/W19830"" "," ""014254904"" "
" ""http://purl.bdrc.io/resource/W1KG4338"" "," ""014256924"" "
" ""http://purl.bdrc.io/resource/W29482"" "," ""014260003"" "
" ""http://purl.bdrc.io/resource/W23671"" "," ""014259029"" "
" ""http://purl.bdrc.io/resource/W20823"" "," ""014258232"" "
" ""http://purl.bdrc.io/resource/W22145"" "," ""014258658"" "
" ""http://purl.bdrc.io/resource/W20030"" "," ""014258011"" "
" ""http://purl.bdrc.io/resource/W4CZ1042"" "," ""014260887"" "
" ""http://purl.bdrc.io/resource/W23348"" "," ""014258874"" "
" ""http://purl.bdrc.io/resource/W00KG01666"" "," ""014254147"" "
" ""http://purl.bdrc.io/resource/W30291"" "," ""014260717"" "
" ""http://purl.bdrc.io/resource/W22148"" "," ""014258661"" "
" ""http://purl.bdrc.io/resource/W1KG3514"" "," ""014256687"" "
" ""http://purl.bdrc.io/resource/W17635"" "," ""014254790"" "
" ""http://purl.bdrc.io/resource/W00EGS1017093"" "," ""014253961"" "
" ""http://purl.bdrc.io/resource/W2DB4603"" "," ""014260521"" "
" ""http://purl.bdrc.io/resource/W23897"" "," ""014259208"" "
" ""http://purl.bdrc.io/resource/W23546"" "," ""014258949"" "
" ""http://purl.bdrc.io/resource/W8455"" "," ""014261082"" "
" ""http://purl.bdrc.io/resource/W2MS2257"" "," ""014260558"" "
" ""http://purl.bdrc.io/resource/W26040"" "," ""014259503"" "
" ""http://purl.bdrc.io/resource/W2DB5977"" "," ""014260553"" "
" ""http://purl.bdrc.io/resource/W22348"" "," ""014258751"" "
" ""http://purl.bdrc.io/resource/W00EGS1017151"" "," ""014253973"" "
" ""http://purl.bdrc.io/resource/W1KG6259"" "," ""014257347"" "
" ""http://purl.bdrc.io/resource/W2DB16422"" "," ""014260441"" "
" ""http://purl.bdrc.io/resource/W00KG09977"" "," ""014254585"" "
" ""http://purl.bdrc.io/resource/W30347"" "," ""014260746"" "
" ""http://purl.bdrc.io/resource/W00EGS1017241"" "," ""014253988"" "
" ""http://purl.bdrc.io/resource/W23879"" "," ""014259196"" "
" ""http://purl.bdrc.io/resource/W2CZ7968"" "," ""014260281"" "
" ""http://purl.bdrc.io/resource/W13779"" "," ""014254689"" "
" ""http://purl.bdrc.io/resource/W19762"" "," ""014254890"" "
" ""http://purl.bdrc.io/resource/W00EGS1017463"" "," ""014254019"" "
" ""http://purl.bdrc.io/resource/W30123"" "," ""014260635"" "
" ""http://purl.bdrc.io/resource/W30450"" "," ""014260796"" "
" ""http://purl.bdrc.io/resource/W28732"" "," ""014259769"" "
" ""http://purl.bdrc.io/resource/W27511"" "," ""014259672"" "
" ""http://purl.bdrc.io/resource/W10200"" "," ""014254602"" "
" ""http://purl.bdrc.io/resource/W21701"" "," ""014258396"" "
" ""http://purl.bdrc.io/resource/W23445"" "," ""014258919"" "
" ""http://purl.bdrc.io/resource/W29015"" "," ""014259881"" "
" ""http://purl.bdrc.io/resource/W2CZ6025"" "," ""014260149"" "
