object_id_num,object_huldrsadmin_ownerSuppliedName_string,object_urn_string_sort,object_huldrsadmin_adminCategory_text_sort,object_huldrsadmin_ownerCode_string_sort,object_huldrsadmin_billingCode_string,object_mets_type_string,object_huldrsadmin_role_string_sort,batch_huldrsadmin_batchDirectoryName_string,batch_id_num,batch_huldrsadmin_loadStartTime_date,batch_huldrsadmin_batchName_string,object_fileCount_num,object_huldrsadmin_adminFlagType_string_sort,object_huldrsadmin_accessFlag_string,object_mods_title_text_sort,object_huldrsadmin_producer_string_sort,object_objectSize_num
445608874,W1AC388-I2PD18243,"urn-3:FHCL:37123576, urn-3:HUL.DRS.OBJECT:37123575",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,,batchW1AC388-1n,475862,2018-06-19T14:02:06.0Z,FHCL.COLL_batchW1AC388-1n_20180618_155047,336,,R,"'phags pa thugs rje chen po'i dmar khrid phyag rdzogs zung 'jug thos pa don ldan 'gro don rgya mtsho lung gi gter mdzod, འཕགས་པ་ཐུགས་རྗེ་ཆེན་པོའི་དམར་ཁྲིད་ཕྱག་རྫོགས་ཟུང་འཇུག་ཐོས་པ་དོན་ལྡན་འགྲོ་དོན་རྒྱ་མཚོ་ལུང་གི་གཏེར་མཛོད།, phyag rdzogs zung 'jug thugs rje chen po'i dmar khrid, 噶玛强美选集, ga ma qiang mei xuan ji",Tibetan Buddhist Resource Center,28548778
445609212,W1FPL1012-I1FPL1012,"urn-3:FHCL:37123578, urn-3:HUL.DRS.OBJECT:37123577",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,,batchW1FPL1012-1n,475863,2018-06-19T14:03:10.0Z,FHCL.COLL_batchW1FPL1012-1n_20180618_124528,231,,R,sut mahāvā pāḷi-tō nissya,Tibetan Buddhist Resource Center,87249416
445609445,W1AC389-I2PD18245,"urn-3:FHCL:37123580, urn-3:HUL.DRS.OBJECT:37123579",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,,batchW1AC389-1n,475864,2018-06-19T14:04:05.0Z,FHCL.COLL_batchW1AC389-1n_20180618_155225,286,,R,"phyag rdzogs zung 'jug thugs rje chen po'i dmar khrid kyi rgyab chos, ཕྱག་རྫོགས་ཟུང་འཇུག་ཐུགས་རྗེ་ཆེན་པོའི་དམར་ཁྲིད་ཀྱི་རྒྱབ་ཆོས།, 噶玛强美选集, ga ma qiang mei xuan ji",Tibetan Buddhist Resource Center,25100112
445609733,W1FPL1106-I1FPL1106,"urn-3:FHCL:37123582, urn-3:HUL.DRS.OBJECT:37123581",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,,batchW1FPL1106-1n,475865,2018-06-19T14:04:05.0Z,FHCL.COLL_batchW1FPL1106-1n_20180618_155225,243,,R,ṭīkā-kyō nisya,Tibetan Buddhist Resource Center,77784525
445609978,W1AC39-I2PD18861,"urn-3:FHCL:37123586, urn-3:HUL.DRS.OBJECT:37123584",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,,batchW1AC39-1n,475867,2018-06-19T14:05:11.0Z,FHCL.COLL_batchW1AC39-1n_20180618_155405,338,,R,"dpal rdo rje 'jigs byed chen po'i dbang bshad sku gsum rin chen bang mdzod, དཔལ་རྡོ་རྗེ་འཇིགས་བྱེད་ཆེན་པོའི་དབང་བཤད་སྐུ་གསུམ་རིན་ཆེན་བང་མཛོད།",Tibetan Buddhist Resource Center,23043952
445610318,W1FPL1108-I1FPL1108,"urn-3:FHCL:37123585, urn-3:HUL.DRS.OBJECT:37123583",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,,batchW1FPL1108-1n,475866,2018-06-19T14:05:11.0Z,FHCL.COLL_batchW1FPL1108-1n_20180618_155524,252,,R,cūḷavā pāḷi-tō,Tibetan Buddhist Resource Center,95178016
445610572,W1FPL1013-I1FPL1013,"urn-3:FHCL:37123588, urn-3:HUL.DRS.OBJECT:37123587",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,,batchW1FPL1013-1n,475868,2018-06-19T14:05:12.0Z,FHCL.COLL_batchW1FPL1013-1n_20180618_124751,312,,R,[jāt] pāṭha jāt naṃ,Tibetan Buddhist Resource Center,107781113
445610886,W1AC305-I2PD17747,"urn-3:FHCL:37123590, urn-3:HUL.DRS.OBJECT:37123589",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,,batchW1AC305-1n,475869,2018-06-19T14:06:28.0Z,FHCL.COLL_batchW1AC305-1n_20180618_170612,782,,R,"slob dpon pad+ma 'byung gnas kyi gsung 'bum, སློབ་དཔོན་པདྨ་འབྱུང་གནས་ཀྱི་གསུང་འབུམ།, gsung 'bum/_slob dpon pad+ma 'byung gnas, 莲花生大师著作集, lian hua sheng da shi zhuo zu ji",Tibetan Buddhist Resource Center,48272866
445611670,W1AC305-I2PD17748,"urn-3:FHCL:37123596, urn-3:HUL.DRS.OBJECT:37123595",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,,batchW1AC305-1n,475869,2018-06-19T14:06:28.0Z,FHCL.COLL_batchW1AC305-1n_20180618_170612,782,,R,"slob dpon pad+ma 'byung gnas kyi gsung 'bum, སློབ་དཔོན་པདྨ་འབྱུང་གནས་ཀྱི་གསུང་འབུམ།, gsung 'bum/_slob dpon pad+ma 'byung gnas, 莲花生大师著作集, lian hua sheng da shi zhuo zu ji",Tibetan Buddhist Resource Center,48272866
445612454,W1AC305-I2PD17749,"urn-3:FHCL:37123598, urn-3:HUL.DRS.OBJECT:37123597",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,,batchW1AC305-1n,475869,2018-06-19T14:06:28.0Z,FHCL.COLL_batchW1AC305-1n_20180618_170612,782,,R,"slob dpon pad+ma 'byung gnas kyi gsung 'bum, སློབ་དཔོན་པདྨ་འབྱུང་གནས་ཀྱི་གསུང་འབུམ།, gsung 'bum/_slob dpon pad+ma 'byung gnas, 莲花生大师著作集, lian hua sheng da shi zhuo zu ji",Tibetan Buddhist Resource Center,48272866
