WorkName,HOLLIS
W1FPL339,15329956
W1FPL3391,15333785
W1FPL340,15329657
W1FPL341,15338528
W1FPL342,15334133
W1FPL343,15329751
W1FPL344,15332430
W1FPL345,15337350
W1FPL346,15338343
W1FPL347,15335357
W1FPL348,15335619
W1FPL349,15333878
W1FPL35,15336918
W1FPL350,15333137
W1FPL351,15336672
W1FPL352,15334292
W1FPL353,15331744
W1FPL354,15329777
W1FPL355,15333043
W1FPL357,15330587
W1FPL358,15331047
W1FPL359,15331334
W1FPL3599,15335057
W1FPL36,15331543
W1FPL360,15339428
W1FPL361,15334276
W1FPL362,15332172
W1FPL3627,15334367
W1FPL363,15332066
W1FPL3635,15335227
W1FPL364,15338694
W1FPL365,15338403
W1FPL3656,15334982
W1FPL366,15335153
W1FPL367,15336408
W1FPL368,15336514
W1FPL369,15332996
W1FPL370,15339736
W1FPL371,15333991
W1FPL372,15339634
W1FPL373,15334622
W1FPL374,15336933
W1FPL375,15338742
W1FPL376,15335188
W1FPL377,15333875
W1FPL3771,15338966
W1FPL378,15335058
W1FPL3788,15330570
W1FPL379,15331781
W1FPL38,15331278
W1FPL380,15338729
W1FPL381,15332022
W1FPL382,15332148
W1FPL3824,15337641
W1FPL383,15333331
W1FPL384,15339045
W1FPL385,15338899
W1FPL386,15335324
W1FPL387,15333496
W1FPL3875,15329804
W1FPL388,15333134
W1FPL389,15337694
W1FPL3899,15336406
W1FPL39,15333152
W1FPL390,15331076
W1FPL3900,15331433
W1FPL3909,15332279
W1FPL392,15332524
W1FPL393,15329422
W1FPL394,15335337
W1FPL395,15329899
W1FPL396,15333978
W1FPL397,15333699
W1FPL4,15338964
W1FPL40,15330760
W1FPL401,15333425
W1FPL4014,15336760
W1FPL402,15329717
W1FPL403,15339082
W1FPL404,15335106
W1FPL405,15339117
W1FPL406,15337518
W1FPL4060,15335121
W1FPL407,15331315
W1FPL408,15330906
W1FPL409,15335318
W1FPL4093,15337017
W1FPL41,15337311
W1FPL410,15332882
W1FPL411,15336301
W1FPL413,15335807
W1FPL414,15336389
W1FPL415,15330527
W1FPL416,15333356
W1FPL417,15337373
W1FPL4170,15333811
W1FPL4175,15336549
W1FPL418,15329512
W1FPL419,15337330
W1FPL42,15338078
W1FPL420,15336770
W1FPL421,15332436
W1FPL422,15339924
W1FPL423,15334010
W1FPL424,15331391
W1FPL4245,15332866
W1FPL4258,15336503
W1FPL426,15331558
W1FPL4261,15334752
W1FPL428,15332912
W1FPL4284,15329575
W1FPL429,15336716
W1FPL43,15335991
W1FPL4306,15339857
W1FPL431,15330845
W1FPL432,15338798
W1FPL433,15340173
W1FPL434,15330674
W1FPL436,15339165
W1FPL437,15336354
W1FPL438,15333922
W1FPL439,15333888
W1FPL440,15338206
W1FPL441,15334715
W1FPL442,15338021
W1FPL443,15334181
W1FPL444,15337033
W1FPL445,15336427
W1FPL4458,15330731
W1FPL446,15338675
W1FPL4462,15339567
W1FPL447,15339643
W1FPL448,15339371
W1FPL449,15330086
W1FPL450,15339701
W1FPL451,15334926
W1FPL4513,15333855
W1FPL452,15331502
W1FPL453,15338114
W1FPL455,15339249
W1FPL456,15336524
W1FPL457,15332237
W1FPL458,15337702
W1FPL459,15337042
W1FPL460,15333457
W1FPL461,15332199
W1FPL463,15333076
W1FPL464,15338231
W1FPL465,15333893
W1FPL4653,15335158
W1FPL466,15335776
W1FPL467,15339259
W1FPL469,15331490
W1FPL470,15338560
W1FPL4705,15339649
W1FPL471,15335496
W1FPL474,15335078
W1FPL476,15336246
W1FPL477,15336630
W1FPL478,15338591
W1FPL479,15339574
W1FPL480,15333563
W1FPL481,15339990
W1FPL482,15330439
W1FPL483,15336045
W1FPL484,15331999
W1FPL485,15335570
W1FPL486,15335985
W1FPL487,15332689
W1FPL489,15337698
W1FPL4903,15335146
W1FPL491,15339394
W1FPL492,15333856
W1FPL493,15338367
W1FPL494,15330839
W1FPL4944,15336898
W1FPL495,15337595
W1FPL496,15336806
W1FPL497,15332948
W1FPL498,15330657
W1FPL499,15339856
W1FPL5,15339136
W1FPL50,15338331
W1FPL500,15330255
W1FPL501,15336953
W1FPL502,15332683
W1FPL503,15336903
W1FPL504,15335425
W1FPL505,15339204
W1FPL506,15334117
W1FPL507,15331976
W1FPL508,15333040
W1FPL509,15335089
W1FPL51,15339435
W1FPL510,15330335
W1FPL511,15337928
W1FPL512,15337009
W1FPL513,15339265
W1FPL514,15333725
W1FPL515,15338497
W1FPL516,15340080
W1FPL517,15333396
W1FPL519,15333327
W1FPL52,15330336
W1FPL520,15329808
W1FPL521,15335463
W1FPL522,15340006
W1FPL523,15332619
W1FPL524,15338759
W1FPL525,15334406
W1FPL527,15331086
W1FPL528,15340249
W1FPL529,15329966
W1FPL53,15333400
W1FPL530,15338819
W1FPL531,15333087
W1FPL532,15333136
W1FPL533,15332341
W1FPL534,15340160
W1FPL535,15331922
W1FPL538,15340238
W1FPL539,15339242
W1FPL54,15334934
W1FPL540,15332427
W1FPL541,15334965
W1FPL542,15338009
W1FPL543,15338031
W1FPL544,15331639
W1FPL545,15338789
W1FPL546,15337531
W1FPL5478,15338533
W1FPL548,15331834
W1FPL55,15331766
W1FPL550,15336921
W1FPL551,15336479
W1FPL552,15330240
W1FPL553,15332737
W1FPL554,15331830
W1FPL556,15337223
W1FPL5564,15338498
W1FPL557,15333969
W1FPL558,15336548
W1FPL559,15332300
W1FPL56,15330918
W1FPL560,15334796
W1FPL561,15332361
W1FPL562,15337172
W1FPL563,15336392
W1FPL564,15330728
W1FPL566,15336074
W1FPL567,15336530
W1FPL568,15337152
W1FPL5680,15335044
W1FPL57,15335956
W1FPL570,15331231
W1FPL571,15330319
W1FPL572,15336201
W1FPL573,15339677
W1FPL574,15331874
W1FPL575,15333353
W1FPL576,15332693
W1FPL577,15331352
W1FPL578,15339366
W1FPL579,15330927
W1FPL580,15339920
W1FPL582,15331303
W1FPL583,15330428
W1FPL584,15331042
W1FPL585,15329460
W1FPL586,15336203
W1FPL587,15335167
W1FPL588,15332853
W1FPL589,15333507
W1FPL59,15336133
W1FPL590,15333705
W1FPL591,15339258
W1FPL592,15334590
W1FPL593,15332698
W1FPL594,15338180
W1FPL595,15339702
W1FPL596,15339900
W1FPL5967,15331189
W1FPL597,15336284
W1FPL598,15339454
W1FPL599,15336393
W1FPL6,15332085
W1FPL600,15329958
W1FPL601,15334157
W1FPL602,15333469
W1FPL603,15334258
W1FPL604,15331599
W1FPL605,15329803
W1FPL606,15338182
W1FPL607,15334500
W1FPL608,15337568
W1FPL609,15333338
W1FPL61,15334509
W1FPL610,15331280
W1FPL612,15332213
W1FPL6125,15334913
W1FPL613,15333876
W1FPL614,15339317
W1FPL615,15331788
W1FPL616,15333819
W1FPL617,15336969
W1FPL618,15329968
W1FPL619,15339762
W1FPL62,15339280
W1FPL620,15332467
W1FPL621,15335900
