object_id_num,object_huldrsadmin_ownerSuppliedName_string,object_urn_string_sort,object_huldrsadmin_adminCategory_text_sort,object_huldrsadmin_ownerCode_string_sort,object_huldrsadmin_billingCode_string,object_mets_type_string,object_huldrsadmin_insertionDate_date,object_huldrsadmin_role_string_sort,object_mets_createDate_date,object_fileCount_num,object_huldrsadmin_adminFlagType_string_sort,object_huldrsadmin_accessFlag_string,object_mods_title_text_sort,object_huldrsadmin_producer_string_sort,object_objectSize_num
437759956,Agreement,urn-3:HUL.DRS.OBJECT:35013885,,FHCL.COLL,FHCL.COLL.TBRC_0001,DOCUMENT,2018-03-19T20:21:02.964Z,DONOR_AGREEMENT,2018-03-19T20:18:16.186Z,1,,R,,,954276
437759959,License,urn-3:HUL.DRS.OBJECT:35013887,,FHCL.COLL,FHCL.COLL.TBRC_0001,DOCUMENT,2018-03-19T20:21:03.756Z,LICENSE,2018-03-19T20:18:17.291Z,1,,R,,,114022
437760220,Methodology,urn-3:HUL.DRS.OBJECT:35013988,Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,TEXT,2018-03-19T21:32:03.190Z,DOCUMENTATION,2018-03-19T21:25:17.958Z,1,,R,,Tibetan Buddhist Resource Center,242
437760223,Documentation,urn-3:HUL.DRS.OBJECT:35013990,,FHCL.COLL,FHCL.COLL.TBRC_0001,DOCUMENT,2018-03-19T22:00:00.444Z,,2018-03-19T21:58:06.739Z,1,,R,,,13466
437920264,W00KG010083-I00KG010120,"urn-3:FHCL:35108395, urn-3:HUL.DRS.OBJECT:35108394",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-03-23T21:06:10.473Z,,2018-03-23T20:31:50.702Z,168,,R,"rgyal rabs dang/ gser gyi lha shAkya mu ne bzhengs nas bod yul dbus su gdan drangs lugs dang rigs gsum mgon po'i mdzad spyod/ rgyal po srong btsan sgam po'i rnam thar bsdus pa, རྒྱལ་རབས་དང། གསེར་གྱི་ལྷ་ཤཱཀྱ་མུ་ནེ་བཞེངས་ནས་བོད་ཡུལ་དབུས་སུ་གདན་དྲངས་ལུགས་དང་རིགས་གསུམ་མགོན་པོའི་མཛད་སྤྱོད། རྒྱལ་པོ་སྲོང་བཙན་སྒམ་པོའི་རྣམ་ཐར་བསྡུས་པ་, bka' chems ka khol ma",Tibetan Buddhist Resource Center,185706185
437952808,W00CHZ0103335-I00CHZ0103338,"urn-3:FHCL:35134448, urn-3:HUL.DRS.OBJECT:35134447",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-03-26T16:07:09.721Z,,2018-03-26T14:48:07.273Z,624,,R,"thob yig nor bu'i phreng ba, ཐོབ་ཡིག་ནོར་བུའི་ཕྲེང་བ, gsan yig/_ngag dbang kun dga' theg chen dpal 'bar",Tibetan Buddhist Resource Center,91012059
437953434,W00KG02536-I00KG03142,"urn-3:FHCL:35135074, urn-3:HUL.DRS.OBJECT:35135073",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-03-26T16:08:03.446Z,,2018-03-26T14:53:14.755Z,10,,R,"las mgon zangs gri bskor gsum gyi rjes gnang gi phyag len zin bris su bkod pa, ལས་མགོན་ཟངས་གྲི་བསྐོར་གསུམ་གྱི་རྗེས་གནང་གི་ཕྱག་ལེན་ཟིན་བྲིས་སུ་བཀོད་པ་, las mgon zangs gri bskor gsum gyi rjes gnang",Tibetan Buddhist Resource Center,378854
437953446,W00EGS1016722-I01JW159,"urn-3:FHCL:35135076, urn-3:HUL.DRS.OBJECT:35135075",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-03-26T16:08:12.822Z,,2018-03-26T14:50:57.652Z,318,,R,"chab mdo'i yig tshang phyogs sgrig, ཆབ་མདོའི་ཡིག་ཚང་ཕྱོགས་སྒྲིག, Chab-mdoʼi yig tshaṅ phyogs sgrig /[rtsom pa po, Rgyar-sprul Blo-bzaṅ-bstan-ʼdzin-chos-kyi-dbaṅ-phyug ... (et al.)]",Tibetan Buddhist Resource Center,20967369
437953766,W00EGS1016722-I01JW160,"urn-3:FHCL:35135396, urn-3:HUL.DRS.OBJECT:35135395",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-03-26T16:08:36.354Z,,2018-03-26T14:51:40.255Z,334,,R,"chab mdo'i yig tshang phyogs sgrig, ཆབ་མདོའི་ཡིག་ཚང་ཕྱོགས་སྒྲིག, Chab-mdoʼi yig tshaṅ phyogs sgrig /[rtsom pa po, Rgyar-sprul Blo-bzaṅ-bstan-ʼdzin-chos-kyi-dbaṅ-phyug ... (et al.)]",Tibetan Buddhist Resource Center,22028964
437954102,W00EGS1016722-I01JW161,"urn-3:FHCL:35135744, urn-3:HUL.DRS.OBJECT:35135743",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-03-26T16:09:05.713Z,,2018-03-26T14:52:22.533Z,212,,R,"chab mdo'i yig tshang phyogs sgrig, ཆབ་མདོའི་ཡིག་ཚང་ཕྱོགས་སྒྲིག, Chab-mdoʼi yig tshaṅ phyogs sgrig /[rtsom pa po, Rgyar-sprul Blo-bzaṅ-bstan-ʼdzin-chos-kyi-dbaṅ-phyug ... (et al.)]",Tibetan Buddhist Resource Center,8400087
437954316,W00KG02538-I00KG03146,"urn-3:FHCL:35135732, urn-3:HUL.DRS.OBJECT:35135731",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-03-26T16:09:01.464Z,,2018-03-26T14:54:02.749Z,10,,R,"rdo rje brag rdzong gi nang khrid zab mo, རྡོ་རྗེ་བྲག་རྫོང་གི་ནང་ཁྲིད་ཟབ་མོ",Tibetan Buddhist Resource Center,323550
437954326,W00KG02539-I00KG03148,"urn-3:FHCL:35135734, urn-3:HUL.DRS.OBJECT:35135733",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-03-26T16:09:01.471Z,,2018-03-26T14:54:20.536Z,10,,R,"gsang ba'i brag rdzong ma sems nyid ye shes kyi rtsal 'don, གསང་བའི་བྲག་རྫོང་མ་སེམས་ཉིད་ཡེ་ཤེས་ཀྱི་རྩལ་འདོན",Tibetan Buddhist Resource Center,328082
437954340,W00KG02537-I00KG03144,"urn-3:FHCL:35135736, urn-3:HUL.DRS.OBJECT:35135735",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-03-26T16:09:02.159Z,,2018-03-26T14:53:36.504Z,78,,R,"phyi bsrung ba'i 'khor lo la brten nas bsgrub pa phyi'i brag rdzong ma'i khrid kyi yi ge 'dod dgu'i dpal ster, ཕྱི་བསྲུང་བའི་འཁོར་ལོ་ལ་བརྟེན་ནས་བསྒྲུབ་པ་ཕྱིའི་བྲག་རྫོང་མའི་ཁྲིད་ཀྱི་ཡི་གེ་འདོད་དགུའི་དཔལ་སྟེར, brag rdzong ma'i khrid kyi yi ge",Tibetan Buddhist Resource Center,3582646
437954420,W00KG02540-I00KG03150,"urn-3:FHCL:35135740, urn-3:HUL.DRS.OBJECT:35135739",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-03-26T16:09:04.232Z,,2018-03-26T14:54:41.405Z,48,,R,"nag po chen po'i gsang khrid kyi yi ge bla ma'i gsung bgros yid bzhin gyi nor bu, ནག་པོ་ཆེན་པོའི་གསང་ཁྲིད་ཀྱི་ཡི་གེ་བླ་མའི་གསུང་བགྲོས་ཡིད་བཞིན་གྱི་ནོར་བུ, nag po chen po'i gsang khrid kyi yi ge",Tibetan Buddhist Resource Center,2173130
437954470,W00KG02541-I00KG03155,"urn-3:FHCL:35135738, urn-3:HUL.DRS.OBJECT:35135737",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-03-26T16:09:03.869Z,,2018-03-26T14:55:05.193Z,12,,R,"bsrung 'khor rdo rje brag rdzong ma'i man ngag yang gsang bla med, བསྲུང་འཁོར་རྡོ་རྗེ་བྲག་རྫོང་མའི་མན་ངག་ཡང་གསང་བླ་མེད",Tibetan Buddhist Resource Center,558704
437954484,W00KG02542-I00KG03157,"urn-3:FHCL:35135742, urn-3:HUL.DRS.OBJECT:35135741",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-03-26T16:09:05.381Z,,2018-03-26T14:55:23.870Z,40,,R,"nag po chen po'i sku rten bzhengs tshul dang rab gnas bya tshul, ནག་པོ་ཆེན་པོའི་སྐུ་རྟེན་བཞེངས་ཚུལ་དང་རབ་གནས་བྱ་ཚུལ",Tibetan Buddhist Resource Center,1953984
437954526,W00KG02543-I00KG03159,"urn-3:FHCL:35135801, urn-3:HUL.DRS.OBJECT:35135800",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-03-26T16:09:09.886Z,,2018-03-26T14:55:48.235Z,38,,R,"dpal ldan sa skya pa'i bstan bsrung dbang po'i tshogs rnams kyi bstod pa, དཔལ་ལྡན་ས་སྐྱ་པའི་བསྟན་བསྲུང་དབང་པོའི་ཚོགས་རྣམས་ཀྱི་བསྟོད་པ",Tibetan Buddhist Resource Center,1916296
437954566,W00KG02544-I00KG03161,"urn-3:FHCL:35135796, urn-3:HUL.DRS.OBJECT:35135795",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-03-26T16:09:09.819Z,,2018-03-26T14:56:09.660Z,12,,R,"khro bo bcu 'phrin las la bskul ba 'phags pa rin po ches mdzad pa, ཁྲོ་བོ་བཅུ་འཕྲིན་ལས་ལ་བསྐུལ་བ་འཕགས་པ་རིན་པོ་ཆེས་མཛད་པ, khro bo bcu 'phrin las la bskul ba",Tibetan Buddhist Resource Center,470372
437954580,W00KG02545-I00KG03163,"urn-3:FHCL:35135798, urn-3:HUL.DRS.OBJECT:35135797",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-03-26T16:09:09.853Z,,2018-03-26T14:56:27.957Z,14,,R,"khro bo bcu'i bstod bskul mkhan chen gnas drug pas rgyud las phyung ba, ཁྲོ་བོ་བཅུའི་བསྟོད་བསྐུལ་མཁན་ཆེན་གནས་དྲུག་པས་རྒྱུད་ལས་ཕྱུང་བ་།, khro bo bcu'i bstod bskul",Tibetan Buddhist Resource Center,754956
437954596,W00KG02546-I00KG03166,"urn-3:FHCL:35135824, urn-3:HUL.DRS.OBJECT:35135822",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-03-26T16:09:11.549Z,,2018-03-26T14:56:48.81Z,30,,R,"dregs pa spyi gnad las/ spyi don bco lnga pa dang khyad par gnad kyi gdams pa zab mo slob dpon pad+mas mdzad pa, དྲེགས་པ་སྤྱི་གནད་ལས། སྤྱི་དོན་བཅོ་ལྔ་པ་དང་ཁྱད་པར་གནད་ཀྱི་གདམས་པ་ཟབ་མོ་སློབ་དཔོན་པདྨས་མཛད་པ",Tibetan Buddhist Resource Center,1185304
437954628,W00KG02547-I00KG03168,"urn-3:FHCL:35135819, urn-3:HUL.DRS.OBJECT:35135818",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-03-26T16:09:11.473Z,,2018-03-26T14:57:09.218Z,20,,R,"dregs pa spyi gnad las zhus lan gser gyi thur ma rmi lam rtags pa shel gyi sgron me rnams slob dpon pad mas mdzad pa, དྲེགས་པ་སྤྱི་གནད་ལས་ཞུས་ལན་གསེར་གྱི་ཐུར་མ་རྨི་ལམ་རྟགས་པ་ཤེལ་གྱི་སྒྲོན་མེ་རྣམས་སློབ་དཔོན་པད་མས་མཛད་པ, zhus lan gser gyi thur ma rmi lam rtags pa",Tibetan Buddhist Resource Center,917204
437954650,W00KG02548-I00KG03170,"urn-3:FHCL:35135846, urn-3:HUL.DRS.OBJECT:35135844",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-03-26T16:09:12.227Z,,2018-03-26T14:57:27.199Z,6,,R,"rgya gsum 'grol ba'i man ngag, རྒྱ་གསུམ་འགྲོལ་བའི་མན་ངག",Tibetan Buddhist Resource Center,123878
437956141,W00KG02614-I00KG03301,"urn-3:FHCL:35136781, urn-3:HUL.DRS.OBJECT:35136778",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-03-26T20:23:03.745Z,,2018-03-26T19:47:22.269Z,8,,R,"dpal mgon gyi yi ge gces pa 'dra bzhugs so/ gdong bzhi pa'i bsnyen pa'i go rim gyi yi ge yar klungs pa seng+ge rgyal mtshan gyis mdzad pa, དཔལ་མགོན་གྱི་ཡི་གེ་གཅེས་པ་འདྲ་བཞུགས་སོ། གདོང་བཞི་པའི་བསྙེན་པའི་གོ་རིམ་གྱི་ཡི་གེ་ཡར་ཀླུངས་པ་སེངྒེ་རྒྱལ་མཚན་གྱིས་མཛད་པ།, dpal mgon gdong bzhi pa'i bsnyen pa'i go rim gyi yi ge",Tibetan Buddhist Resource Center,307522
437956151,W00KG02586-I00KG03245,"urn-3:FHCL:35136777, urn-3:HUL.DRS.OBJECT:35136776",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-03-26T20:23:03.744Z,,2018-03-26T19:47:22.255Z,8,,R,"dpal nag po chen po gyi ljang lugs kyi brgyud 'debs man ngag gi rim pa'i smon lam dang bcas pa, དཔལ་ནག་པོ་ཆེན་པོ་གྱི་ལྗང་ལུགས་ཀྱི་བརྒྱུད་འདེབས་མན་ངག་གི་རིམ་པའི་སྨོན་ལམ་དང་བཅས་པ, nag po chen po gyi ljang lugs kyi brgyud 'debs",Tibetan Buddhist Resource Center,338916
437956161,W00KG02585-I00KG03243,"urn-3:FHCL:35136782, urn-3:HUL.DRS.OBJECT:35136779",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-03-26T20:23:03.762Z,,2018-03-26T19:46:37.333Z,12,,R,dpal nag po chen po'i rdo rje'i tshig gi sbas pa'i man ngag brgyad pa,Tibetan Buddhist Resource Center,581684
437956175,W00KG02612-I00KG03297,"urn-3:FHCL:35136783, urn-3:HUL.DRS.OBJECT:35136780",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-03-26T20:23:03.822Z,,2018-03-26T19:46:40.394Z,18,,R,"dpal gdong bzhi pa'i bsnyen sgrub las gsum gyi lag len nag po 'gro shes dga' ldan pa kun bsod kyis mdzad pa, དཔལ་གདོང་བཞི་པའི་བསྙེན་སྒྲུབ་ལས་གསུམ་གྱི་ལག་ལེན་ནག་པོ་འགྲོ་ཤེས་དགའ་ལྡན་པ་ཀུན་བསོད་ཀྱིས་མཛད་པ, dpal gdong bzhi pa'i bsnyen sgrub las gsum gyi lag len nag po 'gro shes",Tibetan Buddhist Resource Center,579162
437956195,W00KG02559-I00KG03192,"urn-3:FHCL:35136785, urn-3:HUL.DRS.OBJECT:35136784",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-03-26T20:23:05.31Z,,2018-03-26T19:47:58.876Z,10,,R,"nag po chen po'i bsgrub thabs bsdus pa'i rgya gzhung, ནག་པོ་ཆེན་པོའི་བསྒྲུབ་ཐབས་བསྡུས་པའི་རྒྱ་གཞུང",Tibetan Buddhist Resource Center,430994
437956207,W00KG02558-I00KG03190,"urn-3:FHCL:35136791, urn-3:HUL.DRS.OBJECT:35136789",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-03-26T20:23:05.450Z,,2018-03-26T19:47:11.797Z,40,,R,"dur khrod nag po'i rgyud kyi rnam par bshad pa rdo rje'i tshig don gsal byed, དུར་ཁྲོད་ནག་པོའི་རྒྱུད་ཀྱི་རྣམ་པར་བཤད་པ་རྡོ་རྗེའི་ཚིག་དོན་གསལ་བྱེད",Tibetan Buddhist Resource Center,2012080
437956249,W00KG02615-I00KG03303,"urn-3:FHCL:35136787, urn-3:HUL.DRS.OBJECT:35136786",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-03-26T20:23:05.223Z,,2018-03-26T19:48:02.82Z,10,,R,"dpal mgon gdong bzhi pa'i bzlas pa dang gegs sel gyi man ngag gser chos yar klungs pas mdzad pa, དཔལ་མགོན་གདོང་བཞི་པའི་བཟླས་པ་དང་གེགས་སེལ་གྱི་མན་ངག་གསེར་ཆོས་ཡར་ཀླུངས་པས་མཛད་པ",Tibetan Buddhist Resource Center,473576
437956261,W00KG02587-I00KG03247,"urn-3:FHCL:35136790, urn-3:HUL.DRS.OBJECT:35136788",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-03-26T20:23:05.406Z,,2018-03-26T19:48:05.537Z,12,,R,"mgon po lha bcu bdun ma'i dbang gi tho yig yar klung pa'i zin bris, མགོན་པོ་ལྷ་བཅུ་བདུན་མའི་དབང་གི་ཐོ་ཡིག་ཡར་ཀླུང་པའི་ཟིན་བྲིས, mgon po lha bcu bdun ma'i dbang gi tho yig",Tibetan Buddhist Resource Center,565802
437956275,W00KG02616-I00KG03305,"urn-3:FHCL:35136793, urn-3:HUL.DRS.OBJECT:35136792",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-03-26T20:23:06.48Z,,2018-03-26T19:48:37.499Z,8,,R,"dpal gdong bzhi pa'i bsnyen sgrub las gsum spogs chog shi pa bstan pa dang bcas pa'i mngon rtogs gsal byed gnad kyi zhal gdams mthar thug yar klungs pa seng+ge rgyal mtshan gyis mdzad pa, དཔལ་གདོང་བཞི་པའི་བསྙེན་སྒྲུབ་ལས་གསུམ་སྤོགས་ཆོག་ཤི་པ་བསྟན་པ་དང་བཅས་པའི་མངོན་རྟོགས་གསལ་བྱེད་གནད་ཀྱི་ཞལ་གདམས་མཐར་ཐུག་ཡར་ཀླུངས་པ་སེངྒེ་རྒྱལ་མཚན་གྱིས་མཛད་པ, dpal gdong bzhi pa'i bsnyen sgrub las gsum spogs chog shi pa bstan pa dang bcas pa'i mngon rtogs",Tibetan Buddhist Resource Center,327718
437956285,W00KG02588-I00KG03249,"urn-3:FHCL:35136795, urn-3:HUL.DRS.OBJECT:35136794",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-03-26T20:23:06.396Z,,2018-03-26T19:48:42.434Z,8,,R,"dpal nag po chen po'i dbang gi lag len bla ma'i phyag bzhes, དཔལ་ནག་པོ་ཆེན་པོའི་དབང་གི་ལག་ལེན་བླ་མའི་ཕྱག་བཞེས",Tibetan Buddhist Resource Center,291376
437956295,W00KG02560-I00KG03194,"urn-3:FHCL:35136797, urn-3:HUL.DRS.OBJECT:35136796",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-03-26T20:23:06.522Z,,2018-03-26T19:48:37.503Z,12,,R,"mgon po phur bu ltar bsgrub pa'i rgya gzhung bram ze mchog sred kyis mdzad pa, མགོན་པོ་ཕུར་བུ་ལྟར་བསྒྲུབ་པའི་རྒྱ་གཞུང་བྲམ་ཟེ་མཆོག་སྲེད་ཀྱིས་མཛད་པ, mgon po phur bu ltar bsgrub pa'i rgya gzhung",Tibetan Buddhist Resource Center,556184
437956309,W00KG02643-I00KG03353,"urn-3:FHCL:35136803, urn-3:HUL.DRS.OBJECT:35136802",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-03-26T20:23:07.824Z,,2018-03-26T19:47:56.145Z,90,,R,"dpal rdo rje nag po chen po gur gyi mgon po'i bsrung ba'i 'khor lo rdo rje'i brag rdzong ma'i khrid yig snyan rgyud thun mong ma yin pa, དཔལ་རྡོ་རྗེ་ནག་པོ་ཆེན་པོ་གུར་གྱི་མགོན་པོའི་བསྲུང་བའི་འཁོར་ལོ་རྡོ་རྗེའི་བྲག་རྫོང་མའི་ཁྲིད་ཡིག་སྙན་རྒྱུད་ཐུན་མོང་མ་ཡིན་པ, nag po chen po gur gyi mgon po'i bsrung ba'i 'khor lo rdo rje'i brag rdzong ma'i khrid yig",Tibetan Buddhist Resource Center,3686654
437956401,W00KG02617-I00KG03307,"urn-3:FHCL:35136799, urn-3:HUL.DRS.OBJECT:35136798",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-03-26T20:23:07.220Z,,2018-03-26T19:49:08.750Z,8,,R,"dpal mgon zhal bzhi pa'i gtor ma'i zhal gdams snyan brgyud yar klungs pa seng+ge rgyal mtshan gyis mdzad pa, དཔལ་མགོན་ཞལ་བཞི་པའི་གཏོར་མའི་ཞལ་གདམས་སྙན་བརྒྱུད་ཡར་ཀླུངས་པ་སེངྒེ་རྒྱལ་མཚན་གྱིས་མཛད་པ, dpal mgon zhal bzhi pa'i gtor ma'i zhal gdams snyan brgyud",Tibetan Buddhist Resource Center,228120
437956411,W00KG02561-I00KG03196,"urn-3:FHCL:35136801, urn-3:HUL.DRS.OBJECT:35136800",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-03-26T20:23:07.645Z,,2018-03-26T19:49:14.312Z,10,,R,"dpal nag po chen po'i phur bu'i sgrub thabs srog phur dang bcas pa, དཔལ་ནག་པོ་ཆེན་པོའི་ཕུར་བུའི་སྒྲུབ་ཐབས་སྲོག་ཕུར་དང་བཅས་པ",Tibetan Buddhist Resource Center,595088
437956423,W00KG02618-I00KG03309,"urn-3:FHCL:35136805, urn-3:HUL.DRS.OBJECT:35136804",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-03-26T20:23:07.859Z,,2018-03-26T19:49:48.536Z,10,,R,"dpal mgon zhal bzhi pa'i las rab 'byams dang bsad bskrad kyi 'khor lo'i zhal gdams snying nang gi khrag lta bu yar klungs pas mdzad pa, དཔལ་མགོན་ཞལ་བཞི་པའི་ལས་རབ་འབྱམས་དང་བསད་བསྐྲད་ཀྱི་འཁོར་ལོའི་ཞལ་གདམས་སྙིང་ནང་གི་ཁྲག་ལྟ་བུ་ཡར་ཀླུངས་པས་མཛད་པ, dpal mgon zhal bzhi pa'i las rab 'byams dang bsad bskrad kyi 'khor lo'i zhal gdams",Tibetan Buddhist Resource Center,512376
437956435,W00KG02562-I00KG03198,"urn-3:FHCL:35136807, urn-3:HUL.DRS.OBJECT:35136806",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-03-26T20:23:08.192Z,,2018-03-26T19:49:59.677Z,16,,R,"mgon po phur bu ltar bsgrub pa'i bsgrub thabs rgyas pa, མགོན་པོ་ཕུར་བུ་ལྟར་བསྒྲུབ་པའི་བསྒྲུབ་ཐབས་རྒྱས་པ",Tibetan Buddhist Resource Center,754432
437956453,W00KG02589-I00KG03251,"urn-3:FHCL:35136811, urn-3:HUL.DRS.OBJECT:35136810",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-03-26T20:23:09.361Z,,2018-03-26T19:49:45.166Z,48,,R,"dpal sa skya pa'i bka' bsrungs kyi bstod tshogs dngos grub rgya mtsho, དཔལ་ས་སྐྱ་པའི་བཀའ་བསྲུངས་ཀྱི་བསྟོད་ཚོགས་དངོས་གྲུབ་རྒྱ་མཚོ",Tibetan Buddhist Resource Center,2889304
437956503,W00KG02619-I00KG03311,"urn-3:FHCL:35136809, urn-3:HUL.DRS.OBJECT:35136808",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-03-26T20:23:09.18Z,,2018-03-26T19:50:26.70Z,12,,R,"dpal mgon zhal bzhi pa'i bsad las kyi 'khor lo'i man ngag mkha' 'gro'i kha rlangs can du grags pa yar klungs pas mdzad pa, དཔལ་མགོན་ཞལ་བཞི་པའི་བསད་ལས་ཀྱི་འཁོར་ལོའི་མན་ངག་མཁའ་འགྲོའི་ཁ་རླངས་ཅན་དུ་གྲགས་པ་ཡར་ཀླུངས་པས་མཛད་པ, dpal mgon zhal bzhi pa'i bsad las kyi 'khor lo'i man ngag mkha' 'gro'i kha rlangs",Tibetan Buddhist Resource Center,434636
437956517,W00KG02563-I00KG03200,"urn-3:FHCL:35136813, urn-3:HUL.DRS.OBJECT:35136812",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-03-26T20:23:09.745Z,,2018-03-26T19:50:45.630Z,12,,R,"mgon po phur bu ltar bsgrub pa'i bsgrub thabs bsdus pa, མགོན་པོ་ཕུར་བུ་ལྟར་བསྒྲུབ་པའི་བསྒྲུབ་ཐབས་བསྡུས་པ",Tibetan Buddhist Resource Center,494448
437956531,W00KG02591-I00KG03255,"urn-3:FHCL:35136815, urn-3:HUL.DRS.OBJECT:35136814",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-03-26T20:23:12.228Z,,2018-03-26T19:50:42.230Z,10,,R,"dpal mgon gdong bzhi pa'i chos skor yongs rdzogs bzhugs pa'i thog mar gdong brnyan can gyi sgrub thabs klu sgrub kyis mdzad pa, དཔལ་མགོན་གདོང་བཞི་པའི་ཆོས་སྐོར་ཡོངས་རྫོགས་བཞུགས་པའི་ཐོག་མར་གདོང་བརྙན་ཅན་གྱི་སྒྲུབ་ཐབས་ཀླུ་སྒྲུབ་ཀྱིས་མཛད་པ, gdong brnyan can gyi sgrub thabs klu sgrub kyis mdzad pa",Tibetan Buddhist Resource Center,332768
437956543,W00KG02620-I00KG03313,"urn-3:FHCL:35136817, urn-3:HUL.DRS.OBJECT:35136816",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-03-26T20:23:13.148Z,,2018-03-26T19:51:05.390Z,12,,R,"zhal bzhi pa'i 'khrul 'khor ljab cing sba ba sogs mnan pa'i man ngag snyan brgyud sbas don gsal ba yar klungs pas mdzad pa, ཞལ་བཞི་པའི་འཁྲུལ་འཁོར་ལྗབ་ཅིང་སྦ་བ་སོགས་མནན་པའི་མན་ངག་སྙན་བརྒྱུད་སྦས་དོན་གསལ་བ་ཡར་ཀླུངས་པས་མཛད་པ, zhal bzhi pa'i 'khrul 'khor ljab cing sba ba sogs mnan pa'i man ngag",Tibetan Buddhist Resource Center,468506
437956557,W00KG02644-I00KG03355,"urn-3:FHCL:35136821, urn-3:HUL.DRS.OBJECT:35136820",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-03-26T20:23:15.72Z,,2018-03-26T19:49:48.582Z,94,,R,"rdo rje nag po chen po'i khrid yig yid bzhin ron bu, རྡོ་རྗེ་ནག་པོ་ཆེན་པོའི་ཁྲིད་ཡིག་ཡིད་བཞིན་རོན་བུ",Tibetan Buddhist Resource Center,3226400
